Gene	Gene name	Brain region	TPM	pTPM	nTPM
ENSG00000248099	INSL3	hypothalamus	2.9	4.3	3.2
ENSG00000248099	INSL3	medulla oblongata	2.5	3.8	2.9
ENSG00000248099	INSL3	midbrain	2.4	3.5	2.9
ENSG00000248099	INSL3	pons	2.7	3.9	3.2
ENSG00000248099	INSL3	spinal cord	2.0	2.9	2.7
ENSG00000248099	INSL3	thalamus	2.3	3.4	3.4
ENSG00000248099	INSL3	white matter	2.8	4.6	2.9
ENSG00000248109	MARCOL	amygdala	0.6	0.8	1.1
ENSG00000248109	MARCOL	basal ganglia	1.2	1.8	1.4
ENSG00000248109	MARCOL	cerebellum	0.9	1.5	1.0
ENSG00000248109	MARCOL	cerebral cortex	1.0	1.4	1.5
ENSG00000248109	MARCOL	choroid plexus	0.0	0.0	0.1
ENSG00000248109	MARCOL	hippocampal formation	0.6	1.0	0.9
ENSG00000248109	MARCOL	hypothalamus	1.1	1.5	1.1
ENSG00000248109	MARCOL	medulla oblongata	1.2	1.8	1.6
ENSG00000248109	MARCOL	midbrain	1.0	1.4	1.4
ENSG00000248109	MARCOL	pons	1.2	1.8	1.6
ENSG00000248109	MARCOL	spinal cord	1.1	1.6	1.2
ENSG00000248109	MARCOL	thalamus	1.1	1.6	1.4
ENSG00000248109	MARCOL	white matter	1.5	2.3	1.9
ENSG00000248144	ADH1C	amygdala	0.2	0.3	0.4
ENSG00000248144	ADH1C	basal ganglia	0.3	0.5	0.4
ENSG00000248144	ADH1C	cerebellum	0.4	0.7	0.5
ENSG00000248144	ADH1C	cerebral cortex	0.4	0.7	0.5
ENSG00000248144	ADH1C	choroid plexus	0.1	0.2	0.3
ENSG00000248144	ADH1C	hippocampal formation	0.2	0.4	0.3
ENSG00000248144	ADH1C	hypothalamus	0.3	0.5	0.3
ENSG00000248144	ADH1C	medulla oblongata	0.3	0.4	0.4
ENSG00000248144	ADH1C	midbrain	0.3	0.4	0.4
ENSG00000248144	ADH1C	pons	0.3	0.4	0.4
ENSG00000248144	ADH1C	spinal cord	0.3	0.4	0.5
ENSG00000248144	ADH1C	thalamus	0.3	0.4	0.4
ENSG00000248144	ADH1C	white matter	0.6	0.9	0.7
ENSG00000248167	TRIM39-RPP21	amygdala	0.0	0.0	0.0
ENSG00000248167	TRIM39-RPP21	basal ganglia	0.0	0.0	0.0
ENSG00000248167	TRIM39-RPP21	cerebellum	0.0	0.0	0.0
ENSG00000248167	TRIM39-RPP21	cerebral cortex	0.0	0.0	0.0
ENSG00000248167	TRIM39-RPP21	choroid plexus	0.0	0.0	0.0
ENSG00000248167	TRIM39-RPP21	hippocampal formation	0.0	0.0	0.0
ENSG00000248167	TRIM39-RPP21	hypothalamus	0.0	0.0	0.0
ENSG00000248167	TRIM39-RPP21	medulla oblongata	0.0	0.0	0.0
ENSG00000248167	TRIM39-RPP21	midbrain	0.0	0.0	0.0
ENSG00000248167	TRIM39-RPP21	pons	0.0	0.0	0.0
ENSG00000248167	TRIM39-RPP21	spinal cord	0.0	0.0	0.0
ENSG00000248167	TRIM39-RPP21	thalamus	0.0	0.0	0.0
ENSG00000248167	TRIM39-RPP21	white matter	0.0	0.0	0.0
ENSG00000248235	ENSG00000248235	amygdala	0.3	0.4	0.5
ENSG00000248235	ENSG00000248235	basal ganglia	0.2	0.4	0.3
ENSG00000248235	ENSG00000248235	cerebellum	1.4	2.4	1.4
ENSG00000248235	ENSG00000248235	cerebral cortex	0.5	0.8	0.6
ENSG00000248235	ENSG00000248235	choroid plexus	0.1	0.2	0.3
ENSG00000248235	ENSG00000248235	hippocampal formation	0.2	0.3	0.2
ENSG00000248235	ENSG00000248235	hypothalamus	0.6	1.0	0.6
ENSG00000248235	ENSG00000248235	medulla oblongata	1.3	2.0	1.3
ENSG00000248235	ENSG00000248235	midbrain	0.4	0.7	0.6
ENSG00000248235	ENSG00000248235	pons	0.8	1.2	1.3
ENSG00000248235	ENSG00000248235	spinal cord	0.3	0.5	0.4
ENSG00000248235	ENSG00000248235	thalamus	0.3	0.5	0.5
ENSG00000248235	ENSG00000248235	white matter	0.6	1.1	0.9
ENSG00000248329	APELA	amygdala	1.1	1.5	1.8
ENSG00000248329	APELA	basal ganglia	1.6	2.5	1.8
ENSG00000248329	APELA	cerebellum	1.8	3.1	2.2
ENSG00000248329	APELA	cerebral cortex	1.7	2.7	2.2
ENSG00000248329	APELA	choroid plexus	0.8	1.1	1.6
ENSG00000248329	APELA	hippocampal formation	1.4	2.1	1.7
ENSG00000248329	APELA	hypothalamus	1.7	2.5	1.7
ENSG00000248329	APELA	medulla oblongata	1.6	2.3	1.8
ENSG00000248329	APELA	midbrain	1.5	2.1	1.6
ENSG00000248329	APELA	pons	1.6	2.4	1.9
ENSG00000248329	APELA	spinal cord	1.3	1.9	1.5
ENSG00000248329	APELA	thalamus	1.2	1.7	1.8
ENSG00000248329	APELA	white matter	2.1	3.5	2.5
ENSG00000248333	CDK11B	amygdala	14.8	19.8	28.0
ENSG00000248333	CDK11B	basal ganglia	19.0	26.7	28.3
ENSG00000248333	CDK11B	cerebellum	17.5	28.2	22.5
ENSG00000248333	CDK11B	cerebral cortex	20.7	30.7	28.7
ENSG00000248333	CDK11B	choroid plexus	10.4	13.6	19.7
ENSG00000248333	CDK11B	hippocampal formation	16.7	24.1	23.0
ENSG00000248333	CDK11B	hypothalamus	17.9	25.6	27.0
ENSG00000248333	CDK11B	medulla oblongata	22.7	34.9	29.5
ENSG00000248333	CDK11B	midbrain	20.0	29.0	26.9
ENSG00000248333	CDK11B	pons	19.8	28.8	28.6
ENSG00000248333	CDK11B	spinal cord	18.5	26.7	28.2
ENSG00000248333	CDK11B	thalamus	21.2	30.1	28.6
ENSG00000248333	CDK11B	white matter	22.1	35.7	29.5
ENSG00000248383	PCDHAC1	amygdala	2.3	3.3	4.2
ENSG00000248383	PCDHAC1	basal ganglia	4.5	6.8	5.4
ENSG00000248383	PCDHAC1	cerebellum	10.7	17.9	13.2
ENSG00000248383	PCDHAC1	cerebral cortex	3.9	5.8	5.9
ENSG00000248383	PCDHAC1	choroid plexus	0.4	0.6	1.1
ENSG00000248383	PCDHAC1	hippocampal formation	3.3	4.9	4.7
ENSG00000248383	PCDHAC1	hypothalamus	4.4	6.3	4.9
ENSG00000248383	PCDHAC1	medulla oblongata	4.2	6.1	5.8
ENSG00000248383	PCDHAC1	midbrain	8.1	11.8	10.7
ENSG00000248383	PCDHAC1	pons	7.2	10.4	8.7
ENSG00000248383	PCDHAC1	spinal cord	2.7	3.9	3.7
ENSG00000248383	PCDHAC1	thalamus	4.1	5.9	5.5
ENSG00000248383	PCDHAC1	white matter	2.8	4.7	5.1
ENSG00000248385	TARM1	amygdala	0.7	1.0	1.5
ENSG00000248385	TARM1	basal ganglia	0.9	1.3	1.2
ENSG00000248385	TARM1	cerebellum	1.5	2.4	1.9
ENSG00000248385	TARM1	cerebral cortex	1.0	1.6	1.7
ENSG00000248385	TARM1	choroid plexus	1.0	1.3	2.0
ENSG00000248385	TARM1	hippocampal formation	0.9	1.4	1.4
ENSG00000248385	TARM1	hypothalamus	0.9	1.4	1.0
ENSG00000248385	TARM1	medulla oblongata	1.1	1.8	1.5
ENSG00000248385	TARM1	midbrain	0.8	1.2	1.1
ENSG00000248385	TARM1	pons	1.1	1.6	1.7
ENSG00000248385	TARM1	spinal cord	1.0	1.4	1.0
ENSG00000248385	TARM1	thalamus	0.9	1.3	1.4
ENSG00000248385	TARM1	white matter	1.6	2.7	2.5
ENSG00000248405	PRR5-ARHGAP8	amygdala	0.2	0.3	0.2
ENSG00000248405	PRR5-ARHGAP8	basal ganglia	0.2	0.4	0.2
ENSG00000248405	PRR5-ARHGAP8	cerebellum	0.1	0.1	0.0
ENSG00000248405	PRR5-ARHGAP8	cerebral cortex	0.3	0.5	0.6
ENSG00000248405	PRR5-ARHGAP8	choroid plexus	0.3	0.4	0.4
ENSG00000248405	PRR5-ARHGAP8	hippocampal formation	0.4	0.6	0.3
ENSG00000248405	PRR5-ARHGAP8	hypothalamus	0.2	0.3	0.3
ENSG00000248405	PRR5-ARHGAP8	medulla oblongata	0.4	0.6	0.3
ENSG00000248405	PRR5-ARHGAP8	midbrain	0.8	1.1	0.5
ENSG00000248405	PRR5-ARHGAP8	pons	0.3	0.5	0.2
ENSG00000248405	PRR5-ARHGAP8	spinal cord	0.1	0.1	0.1
ENSG00000248405	PRR5-ARHGAP8	thalamus	0.4	0.6	0.3
ENSG00000248405	PRR5-ARHGAP8	white matter	0.2	0.4	0.3
ENSG00000248483	POU5F2	amygdala	4.7	6.6	6.8
ENSG00000248483	POU5F2	basal ganglia	6.5	9.7	7.4
ENSG00000248483	POU5F2	cerebellum	8.0	13.2	9.4
ENSG00000248483	POU5F2	cerebral cortex	6.4	9.8	7.7
ENSG00000248483	POU5F2	choroid plexus	3.7	4.9	6.6
ENSG00000248483	POU5F2	hippocampal formation	5.6	8.3	6.6
ENSG00000248483	POU5F2	hypothalamus	6.4	9.5	6.7
ENSG00000248483	POU5F2	medulla oblongata	6.1	9.3	8.0
ENSG00000248483	POU5F2	midbrain	5.8	8.2	7.0
ENSG00000248483	POU5F2	pons	6.3	9.5	8.0
ENSG00000248483	POU5F2	spinal cord	5.8	8.5	6.5
ENSG00000248483	POU5F2	thalamus	5.8	8.5	8.0
ENSG00000248483	POU5F2	white matter	8.1	12.7	9.0
ENSG00000248485	PCP4L1	amygdala	12.9	18.5	19.7
ENSG00000248485	PCP4L1	basal ganglia	122.1	179.9	154.2
ENSG00000248485	PCP4L1	cerebellum	43.9	61.1	44.3
ENSG00000248485	PCP4L1	cerebral cortex	41.1	63.4	47.5
ENSG00000248485	PCP4L1	choroid plexus	1.1	1.4	4.1
ENSG00000248485	PCP4L1	hippocampal formation	11.9	17.4	14.6
ENSG00000248485	PCP4L1	hypothalamus	70.3	103.7	34.9
ENSG00000248485	PCP4L1	medulla oblongata	59.6	89.7	70.7
ENSG00000248485	PCP4L1	midbrain	77.2	108.2	50.5
ENSG00000248485	PCP4L1	pons	82.3	118.1	86.7
ENSG00000248485	PCP4L1	spinal cord	39.9	58.1	64.4
ENSG00000248485	PCP4L1	thalamus	22.9	33.0	21.9
ENSG00000248485	PCP4L1	white matter	20.1	33.0	32.2
ENSG00000248487	ABHD14A	amygdala	26.8	37.9	46.9
ENSG00000248487	ABHD14A	basal ganglia	54.6	81.1	59.1
ENSG00000248487	ABHD14A	cerebellum	61.0	99.6	74.7
ENSG00000248487	ABHD14A	cerebral cortex	51.2	75.9	64.6
ENSG00000248487	ABHD14A	choroid plexus	29.7	39.0	66.0
ENSG00000248487	ABHD14A	hippocampal formation	38.4	56.6	52.4
ENSG00000248487	ABHD14A	hypothalamus	90.2	133.2	68.8
ENSG00000248487	ABHD14A	medulla oblongata	45.1	69.5	48.3
ENSG00000248487	ABHD14A	midbrain	54.7	76.9	49.1
ENSG00000248487	ABHD14A	pons	47.3	68.4	49.1
ENSG00000248487	ABHD14A	spinal cord	31.5	45.9	47.4
ENSG00000248487	ABHD14A	thalamus	35.4	50.1	44.8
ENSG00000248487	ABHD14A	white matter	37.1	61.0	47.5
ENSG00000248592	STIMATE-MUSTN1	amygdala	4.0	5.6	5.5
ENSG00000248592	STIMATE-MUSTN1	basal ganglia	5.2	7.6	6.7
ENSG00000248592	STIMATE-MUSTN1	cerebellum	5.9	8.4	6.9
ENSG00000248592	STIMATE-MUSTN1	cerebral cortex	7.1	10.7	7.9
ENSG00000248592	STIMATE-MUSTN1	choroid plexus	4.6	6.0	7.4
ENSG00000248592	STIMATE-MUSTN1	hippocampal formation	4.8	7.2	5.8
ENSG00000248592	STIMATE-MUSTN1	hypothalamus	5.1	7.5	4.9
ENSG00000248592	STIMATE-MUSTN1	medulla oblongata	7.3	11.3	6.9
ENSG00000248592	STIMATE-MUSTN1	midbrain	5.4	7.9	6.5
ENSG00000248592	STIMATE-MUSTN1	pons	6.1	9.0	7.3
ENSG00000248592	STIMATE-MUSTN1	spinal cord	5.3	7.6	8.0
ENSG00000248592	STIMATE-MUSTN1	thalamus	6.6	9.2	8.0
ENSG00000248592	STIMATE-MUSTN1	white matter	8.6	13.4	8.7
ENSG00000248643	RBM14-RBM4	amygdala	6.0	8.3	10.6
ENSG00000248643	RBM14-RBM4	basal ganglia	8.8	13.1	12.1
ENSG00000248643	RBM14-RBM4	cerebellum	10.5	17.4	11.7
ENSG00000248643	RBM14-RBM4	cerebral cortex	10.0	15.0	11.6
ENSG00000248643	RBM14-RBM4	choroid plexus	6.2	8.3	10.7
ENSG00000248643	RBM14-RBM4	hippocampal formation	9.5	14.1	10.1
ENSG00000248643	RBM14-RBM4	hypothalamus	10.2	15.0	12.5
ENSG00000248643	RBM14-RBM4	medulla oblongata	13.2	20.4	10.8
ENSG00000248643	RBM14-RBM4	midbrain	8.2	11.9	8.7
ENSG00000248643	RBM14-RBM4	pons	9.2	13.4	8.6
ENSG00000248643	RBM14-RBM4	spinal cord	6.0	8.9	7.6
ENSG00000248643	RBM14-RBM4	thalamus	7.5	11.0	8.7
ENSG00000248643	RBM14-RBM4	white matter	9.6	14.3	11.6
ENSG00000248672	LY75-CD302	amygdala	0.1	0.1	0.2
ENSG00000248672	LY75-CD302	basal ganglia	0.1	0.1	0.1
ENSG00000248672	LY75-CD302	cerebellum	0.5	0.7	0.5
ENSG00000248672	LY75-CD302	cerebral cortex	0.1	0.2	0.2
ENSG00000248672	LY75-CD302	choroid plexus	0.0	0.0	0.0
ENSG00000248672	LY75-CD302	hippocampal formation	0.0	0.1	0.0
ENSG00000248672	LY75-CD302	hypothalamus	0.3	0.5	0.4
ENSG00000248672	LY75-CD302	medulla oblongata	1.1	1.6	1.1
ENSG00000248672	LY75-CD302	midbrain	0.2	0.3	0.3
ENSG00000248672	LY75-CD302	pons	0.7	1.0	0.7
ENSG00000248672	LY75-CD302	spinal cord	0.3	0.5	0.6
ENSG00000248672	LY75-CD302	thalamus	0.4	0.5	0.5
ENSG00000248672	LY75-CD302	white matter	0.6	1.0	0.7
ENSG00000248712	CCDC153	amygdala	3.1	4.2	4.4
ENSG00000248712	CCDC153	basal ganglia	4.2	6.2	5.0
ENSG00000248712	CCDC153	cerebellum	6.0	10.2	6.9
ENSG00000248712	CCDC153	cerebral cortex	4.6	6.8	5.6
ENSG00000248712	CCDC153	choroid plexus	4.5	5.9	7.6
ENSG00000248712	CCDC153	hippocampal formation	3.9	5.9	4.5
ENSG00000248712	CCDC153	hypothalamus	5.9	8.7	6.0
ENSG00000248712	CCDC153	medulla oblongata	5.6	8.0	6.8
ENSG00000248712	CCDC153	midbrain	5.6	8.1	7.0
ENSG00000248712	CCDC153	pons	4.0	6.1	4.7
ENSG00000248712	CCDC153	spinal cord	4.8	7.0	5.6
ENSG00000248712	CCDC153	thalamus	4.2	6.0	5.2
ENSG00000248712	CCDC153	white matter	4.9	8.1	5.6
ENSG00000248713	C4orf54	amygdala	0.0	0.0	0.1
ENSG00000248713	C4orf54	basal ganglia	1.6	2.3	2.2
ENSG00000248713	C4orf54	cerebellum	0.0	0.0	0.0
ENSG00000248713	C4orf54	cerebral cortex	1.4	2.2	1.4
ENSG00000248713	C4orf54	choroid plexus	0.0	0.0	0.0
ENSG00000248713	C4orf54	hippocampal formation	0.1	0.2	0.1
ENSG00000248713	C4orf54	hypothalamus	0.0	0.0	0.1
ENSG00000248713	C4orf54	medulla oblongata	0.0	0.0	0.0
ENSG00000248713	C4orf54	midbrain	0.0	0.0	0.0
ENSG00000248713	C4orf54	pons	0.1	0.1	0.0
ENSG00000248713	C4orf54	spinal cord	0.0	0.0	0.0
ENSG00000248713	C4orf54	thalamus	0.1	0.2	0.2
ENSG00000248713	C4orf54	white matter	0.8	1.3	0.5
ENSG00000248746	ACTN3	amygdala	0.7	0.9	1.1
ENSG00000248746	ACTN3	basal ganglia	1.0	1.5	1.2
ENSG00000248746	ACTN3	cerebellum	2.3	3.9	3.0
ENSG00000248746	ACTN3	cerebral cortex	1.3	2.0	1.5
ENSG00000248746	ACTN3	choroid plexus	0.1	0.1	0.2
ENSG00000248746	ACTN3	hippocampal formation	0.8	1.2	1.0
ENSG00000248746	ACTN3	hypothalamus	0.5	0.8	0.7
ENSG00000248746	ACTN3	medulla oblongata	0.7	1.1	1.1
ENSG00000248746	ACTN3	midbrain	0.6	0.9	1.0
ENSG00000248746	ACTN3	pons	0.8	1.3	1.2
ENSG00000248746	ACTN3	spinal cord	0.6	0.9	0.7
ENSG00000248746	ACTN3	thalamus	0.7	0.9	1.1
ENSG00000248746	ACTN3	white matter	1.6	2.8	1.8
ENSG00000248751	ENSG00000248751	amygdala	0.1	0.1	0.1
ENSG00000248751	ENSG00000248751	basal ganglia	0.2	0.3	0.2
ENSG00000248751	ENSG00000248751	cerebellum	0.0	0.1	0.0
ENSG00000248751	ENSG00000248751	cerebral cortex	0.2	0.3	0.3
ENSG00000248751	ENSG00000248751	choroid plexus	0.0	0.0	0.0
ENSG00000248751	ENSG00000248751	hippocampal formation	0.2	0.3	0.2
ENSG00000248751	ENSG00000248751	hypothalamus	0.2	0.3	0.3
ENSG00000248751	ENSG00000248751	medulla oblongata	0.1	0.2	0.1
ENSG00000248751	ENSG00000248751	midbrain	0.1	0.1	0.2
ENSG00000248751	ENSG00000248751	pons	0.2	0.3	0.2
ENSG00000248751	ENSG00000248751	spinal cord	0.0	0.1	0.1
ENSG00000248751	ENSG00000248751	thalamus	0.1	0.2	0.2
ENSG00000248751	ENSG00000248751	white matter	0.3	0.5	0.3
ENSG00000248767	FOXL3	amygdala	0.1	0.1	0.1
ENSG00000248767	FOXL3	basal ganglia	0.5	0.7	0.5
ENSG00000248767	FOXL3	cerebellum	0.2	0.3	0.2
ENSG00000248767	FOXL3	cerebral cortex	1.0	1.5	0.7
ENSG00000248767	FOXL3	choroid plexus	0.0	0.0	0.0
ENSG00000248767	FOXL3	hippocampal formation	0.1	0.1	0.1
ENSG00000248767	FOXL3	hypothalamus	0.3	0.5	0.4
ENSG00000248767	FOXL3	medulla oblongata	0.3	0.4	0.3
ENSG00000248767	FOXL3	midbrain	0.1	0.1	0.1
ENSG00000248767	FOXL3	pons	0.5	0.8	0.5
ENSG00000248767	FOXL3	spinal cord	0.0	0.0	0.1
ENSG00000248767	FOXL3	thalamus	0.2	0.3	0.2
ENSG00000248767	FOXL3	white matter	0.2	0.3	0.2
ENSG00000248771	SMIM31	amygdala	1.5	2.1	2.2
ENSG00000248771	SMIM31	basal ganglia	1.8	2.7	2.1
ENSG00000248771	SMIM31	cerebellum	2.2	3.7	2.6
ENSG00000248771	SMIM31	cerebral cortex	2.0	3.1	2.4
ENSG00000248771	SMIM31	choroid plexus	1.4	1.9	2.4
ENSG00000248771	SMIM31	hippocampal formation	1.8	2.6	2.1
ENSG00000248771	SMIM31	hypothalamus	1.7	2.6	1.9
ENSG00000248771	SMIM31	medulla oblongata	2.0	3.0	2.2
ENSG00000248771	SMIM31	midbrain	1.8	2.6	2.0
ENSG00000248771	SMIM31	pons	1.8	2.7	2.2
ENSG00000248771	SMIM31	spinal cord	1.6	2.4	1.8
ENSG00000248771	SMIM31	thalamus	1.7	2.4	2.1
ENSG00000248771	SMIM31	white matter	2.3	3.9	2.6
ENSG00000248871	TNFSF12-TNFSF13	amygdala	0.3	0.4	0.3
ENSG00000248871	TNFSF12-TNFSF13	basal ganglia	0.3	0.5	0.3
ENSG00000248871	TNFSF12-TNFSF13	cerebellum	0.1	0.2	0.1
ENSG00000248871	TNFSF12-TNFSF13	cerebral cortex	0.4	0.7	0.6
ENSG00000248871	TNFSF12-TNFSF13	choroid plexus	0.7	0.9	1.4
ENSG00000248871	TNFSF12-TNFSF13	hippocampal formation	0.2	0.3	0.1
ENSG00000248871	TNFSF12-TNFSF13	hypothalamus	0.4	0.6	0.3
ENSG00000248871	TNFSF12-TNFSF13	medulla oblongata	0.9	1.3	1.2
ENSG00000248871	TNFSF12-TNFSF13	midbrain	0.3	0.4	0.8
ENSG00000248871	TNFSF12-TNFSF13	pons	0.6	0.9	0.5
ENSG00000248871	TNFSF12-TNFSF13	spinal cord	0.0	0.0	0.1
ENSG00000248871	TNFSF12-TNFSF13	thalamus	0.7	1.0	0.8
ENSG00000248871	TNFSF12-TNFSF13	white matter	0.4	0.6	0.6
ENSG00000248905	FMN1	amygdala	16.7	23.5	20.9
ENSG00000248905	FMN1	basal ganglia	34.6	51.6	31.7
ENSG00000248905	FMN1	cerebellum	21.0	29.6	21.9
ENSG00000248905	FMN1	cerebral cortex	67.5	100.6	100.8
ENSG00000248905	FMN1	choroid plexus	26.9	35.4	43.6
ENSG00000248905	FMN1	hippocampal formation	19.8	29.9	23.2
ENSG00000248905	FMN1	hypothalamus	20.2	28.2	26.3
ENSG00000248905	FMN1	medulla oblongata	48.0	71.4	55.5
ENSG00000248905	FMN1	midbrain	30.4	44.0	30.2
ENSG00000248905	FMN1	pons	34.4	50.6	34.4
ENSG00000248905	FMN1	spinal cord	18.0	26.1	25.6
ENSG00000248905	FMN1	thalamus	30.5	42.1	46.3
ENSG00000248905	FMN1	white matter	79.5	119.0	62.2
ENSG00000248919	ATP5MF-PTCD1	amygdala	0.7	1.0	1.0
ENSG00000248919	ATP5MF-PTCD1	basal ganglia	1.7	2.5	1.6
ENSG00000248919	ATP5MF-PTCD1	cerebellum	1.2	1.7	1.5
ENSG00000248919	ATP5MF-PTCD1	cerebral cortex	1.2	1.8	1.9
ENSG00000248919	ATP5MF-PTCD1	choroid plexus	0.4	0.5	1.2
ENSG00000248919	ATP5MF-PTCD1	hippocampal formation	0.7	1.0	1.0
ENSG00000248919	ATP5MF-PTCD1	hypothalamus	1.4	2.1	1.8
ENSG00000248919	ATP5MF-PTCD1	medulla oblongata	1.5	2.1	1.8
ENSG00000248919	ATP5MF-PTCD1	midbrain	1.6	2.2	2.3
ENSG00000248919	ATP5MF-PTCD1	pons	1.5	2.1	1.9
ENSG00000248919	ATP5MF-PTCD1	spinal cord	0.6	0.8	1.1
ENSG00000248919	ATP5MF-PTCD1	thalamus	1.5	2.1	1.5
ENSG00000248919	ATP5MF-PTCD1	white matter	0.7	1.0	1.5
ENSG00000248920	USP17L19	amygdala	0.0	0.0	0.0
ENSG00000248920	USP17L19	basal ganglia	0.0	0.0	0.0
ENSG00000248920	USP17L19	cerebellum	0.0	0.0	0.0
ENSG00000248920	USP17L19	cerebral cortex	0.0	0.0	0.0
ENSG00000248920	USP17L19	choroid plexus	0.0	0.0	0.0
ENSG00000248920	USP17L19	hippocampal formation	0.0	0.0	0.0
ENSG00000248920	USP17L19	hypothalamus	0.1	0.1	0.1
ENSG00000248920	USP17L19	medulla oblongata	0.0	0.0	0.0
ENSG00000248920	USP17L19	midbrain	0.0	0.0	0.0
ENSG00000248920	USP17L19	pons	0.0	0.0	0.0
ENSG00000248920	USP17L19	spinal cord	0.0	0.0	0.0
ENSG00000248920	USP17L19	thalamus	0.0	0.0	0.0
ENSG00000248920	USP17L19	white matter	0.0	0.0	0.0
ENSG00000248933	USP17L22	amygdala	4.2	5.9	5.4
ENSG00000248933	USP17L22	basal ganglia	8.6	12.8	6.9
ENSG00000248933	USP17L22	cerebellum	2.1	2.9	2.1
ENSG00000248933	USP17L22	cerebral cortex	7.0	10.5	6.7
ENSG00000248933	USP17L22	choroid plexus	0.2	0.2	0.5
ENSG00000248933	USP17L22	hippocampal formation	5.1	7.6	4.6
ENSG00000248933	USP17L22	hypothalamus	5.9	8.6	6.5
ENSG00000248933	USP17L22	medulla oblongata	6.9	10.6	5.3
ENSG00000248933	USP17L22	midbrain	3.2	4.6	4.2
ENSG00000248933	USP17L22	pons	7.9	11.2	7.7
ENSG00000248933	USP17L22	spinal cord	4.4	6.6	2.9
ENSG00000248933	USP17L22	thalamus	4.5	6.4	4.4
ENSG00000248933	USP17L22	white matter	7.0	10.9	5.5
ENSG00000248993	ENSG00000248993	amygdala	0.0	0.0	0.0
ENSG00000248993	ENSG00000248993	basal ganglia	0.0	0.0	0.0
ENSG00000248993	ENSG00000248993	cerebellum	0.0	0.0	0.0
ENSG00000248993	ENSG00000248993	cerebral cortex	0.0	0.0	0.1
ENSG00000248993	ENSG00000248993	choroid plexus	0.0	0.0	0.1
ENSG00000248993	ENSG00000248993	hippocampal formation	0.0	0.0	0.0
ENSG00000248993	ENSG00000248993	hypothalamus	0.0	0.0	0.0
ENSG00000248993	ENSG00000248993	medulla oblongata	0.0	0.0	0.0
ENSG00000248993	ENSG00000248993	midbrain	0.0	0.0	0.0
ENSG00000248993	ENSG00000248993	pons	0.0	0.0	0.0
ENSG00000248993	ENSG00000248993	spinal cord	0.0	0.0	0.0
ENSG00000248993	ENSG00000248993	thalamus	0.0	0.0	0.1
ENSG00000248993	ENSG00000248993	white matter	0.0	0.1	0.1
ENSG00000249104	USP17L17	amygdala	0.0	0.1	0.3
ENSG00000249104	USP17L17	basal ganglia	0.1	0.2	0.2
ENSG00000249104	USP17L17	cerebellum	0.1	0.2	0.2
ENSG00000249104	USP17L17	cerebral cortex	0.3	0.4	0.6
ENSG00000249104	USP17L17	choroid plexus	0.0	0.0	0.1
ENSG00000249104	USP17L17	hippocampal formation	0.0	0.1	0.3
ENSG00000249104	USP17L17	hypothalamus	3.6	5.3	0.9
ENSG00000249104	USP17L17	medulla oblongata	0.2	0.2	0.3
ENSG00000249104	USP17L17	midbrain	1.1	1.7	0.4
ENSG00000249104	USP17L17	pons	0.3	0.4	0.4
ENSG00000249104	USP17L17	spinal cord	0.5	0.8	0.4
ENSG00000249104	USP17L17	thalamus	0.6	1.0	0.3
ENSG00000249104	USP17L17	white matter	0.1	0.1	0.4
ENSG00000249115	HAUS5	amygdala	2.6	3.7	4.0
ENSG00000249115	HAUS5	basal ganglia	3.3	4.9	4.2
ENSG00000249115	HAUS5	cerebellum	5.3	8.7	6.3
ENSG00000249115	HAUS5	cerebral cortex	3.5	5.4	4.6
ENSG00000249115	HAUS5	choroid plexus	2.2	3.0	3.8
ENSG00000249115	HAUS5	hippocampal formation	2.9	4.4	3.7
ENSG00000249115	HAUS5	hypothalamus	3.2	4.7	3.9
ENSG00000249115	HAUS5	medulla oblongata	3.5	5.4	4.6
ENSG00000249115	HAUS5	midbrain	3.5	5.0	4.1
ENSG00000249115	HAUS5	pons	3.7	5.3	4.8
ENSG00000249115	HAUS5	spinal cord	2.8	4.1	4.2
ENSG00000249115	HAUS5	thalamus	3.1	4.5	4.1
ENSG00000249115	HAUS5	white matter	4.4	7.1	5.4
ENSG00000249139	EPPIN-WFDC6	amygdala	0.0	0.0	0.0
ENSG00000249139	EPPIN-WFDC6	basal ganglia	0.1	0.1	0.2
ENSG00000249139	EPPIN-WFDC6	cerebellum	0.0	0.1	0.0
ENSG00000249139	EPPIN-WFDC6	cerebral cortex	0.4	0.7	0.4
ENSG00000249139	EPPIN-WFDC6	choroid plexus	0.0	0.0	0.0
ENSG00000249139	EPPIN-WFDC6	hippocampal formation	0.0	0.0	0.1
ENSG00000249139	EPPIN-WFDC6	hypothalamus	0.0	0.0	0.0
ENSG00000249139	EPPIN-WFDC6	medulla oblongata	0.2	0.2	0.2
ENSG00000249139	EPPIN-WFDC6	midbrain	0.1	0.2	0.1
ENSG00000249139	EPPIN-WFDC6	pons	0.1	0.2	0.1
ENSG00000249139	EPPIN-WFDC6	spinal cord	0.0	0.1	0.1
ENSG00000249139	EPPIN-WFDC6	thalamus	0.0	0.1	0.1
ENSG00000249139	EPPIN-WFDC6	white matter	0.1	0.1	0.1
ENSG00000249141	ENSG00000249141	amygdala	3.8	5.4	4.3
ENSG00000249141	ENSG00000249141	basal ganglia	5.6	8.4	5.3
ENSG00000249141	ENSG00000249141	cerebellum	2.0	2.9	2.0
