Gene	Gene name	Brain region	TPM	pTPM	nTPM
ENSG00000144815	NXPE3	thalamus	43.3	63.1	56.0
ENSG00000144815	NXPE3	white matter	43.6	68.1	62.3
ENSG00000144820	ADGRG7	amygdala	2.1	3.0	0.0
ENSG00000144820	ADGRG7	basal ganglia	4.0	6.0	0.2
ENSG00000144820	ADGRG7	cerebellum	4.7	8.0	0.3
ENSG00000144820	ADGRG7	cerebral cortex	4.1	6.0	0.4
ENSG00000144820	ADGRG7	choroid plexus	0.0	0.0	0.0
ENSG00000144820	ADGRG7	hippocampal formation	2.9	4.2	0.1
ENSG00000144820	ADGRG7	hypothalamus	5.1	7.8	0.1
ENSG00000144820	ADGRG7	medulla oblongata	6.2	8.9	0.1
ENSG00000144820	ADGRG7	midbrain	0.0	0.0	0.2
ENSG00000144820	ADGRG7	pons	5.6	7.7	0.1
ENSG00000144820	ADGRG7	spinal cord	0.0	0.0	0.1
ENSG00000144820	ADGRG7	thalamus	3.9	5.5	0.2
ENSG00000144820	ADGRG7	white matter	3.5	5.2	0.2
ENSG00000144821	MYH15	amygdala	1.5	2.0	2.9
ENSG00000144821	MYH15	basal ganglia	2.6	3.8	3.8
ENSG00000144821	MYH15	cerebellum	1.9	2.7	2.6
ENSG00000144821	MYH15	cerebral cortex	2.1	3.2	2.9
ENSG00000144821	MYH15	choroid plexus	0.3	0.4	0.6
ENSG00000144821	MYH15	hippocampal formation	1.6	2.3	2.9
ENSG00000144821	MYH15	hypothalamus	3.3	4.7	3.3
ENSG00000144821	MYH15	medulla oblongata	1.8	2.4	3.4
ENSG00000144821	MYH15	midbrain	2.1	3.0	2.9
ENSG00000144821	MYH15	pons	1.8	2.4	2.7
ENSG00000144821	MYH15	spinal cord	2.7	3.9	2.9
ENSG00000144821	MYH15	thalamus	2.2	3.1	3.2
ENSG00000144821	MYH15	white matter	2.6	4.0	3.0
ENSG00000144824	PHLDB2	amygdala	5.4	7.1	9.5
ENSG00000144824	PHLDB2	basal ganglia	6.1	8.2	10.0
ENSG00000144824	PHLDB2	cerebellum	3.9	6.1	5.3
ENSG00000144824	PHLDB2	cerebral cortex	12.5	18.2	13.4
ENSG00000144824	PHLDB2	choroid plexus	17.3	22.8	26.2
ENSG00000144824	PHLDB2	hippocampal formation	5.2	8.0	6.7
ENSG00000144824	PHLDB2	hypothalamus	4.7	6.7	5.4
ENSG00000144824	PHLDB2	medulla oblongata	5.8	8.7	7.8
ENSG00000144824	PHLDB2	midbrain	8.4	12.9	9.0
ENSG00000144824	PHLDB2	pons	5.4	8.0	8.5
ENSG00000144824	PHLDB2	spinal cord	5.0	6.7	8.5
ENSG00000144824	PHLDB2	thalamus	7.6	10.1	13.4
ENSG00000144824	PHLDB2	white matter	11.6	19.0	9.1
ENSG00000144827	ABHD10	amygdala	11.9	16.3	20.7
ENSG00000144827	ABHD10	basal ganglia	22.6	33.5	25.4
ENSG00000144827	ABHD10	cerebellum	20.5	33.0	23.6
ENSG00000144827	ABHD10	cerebral cortex	20.5	30.6	23.7
ENSG00000144827	ABHD10	choroid plexus	10.0	13.1	20.6
ENSG00000144827	ABHD10	hippocampal formation	17.5	26.0	21.0
ENSG00000144827	ABHD10	hypothalamus	34.5	51.0	27.3
ENSG00000144827	ABHD10	medulla oblongata	19.1	29.3	22.0
ENSG00000144827	ABHD10	midbrain	23.9	34.4	21.7
ENSG00000144827	ABHD10	pons	23.8	34.5	22.0
ENSG00000144827	ABHD10	spinal cord	17.7	25.7	23.9
ENSG00000144827	ABHD10	thalamus	19.3	28.1	23.6
ENSG00000144827	ABHD10	white matter	20.0	32.9	24.7
ENSG00000144834	TAGLN3	amygdala	97.6	139.8	152.4
ENSG00000144834	TAGLN3	basal ganglia	290.1	429.6	276.2
ENSG00000144834	TAGLN3	cerebellum	151.4	254.8	176.4
ENSG00000144834	TAGLN3	cerebral cortex	286.0	424.9	485.3
ENSG00000144834	TAGLN3	choroid plexus	3.3	4.2	12.3
ENSG00000144834	TAGLN3	hippocampal formation	139.7	208.4	170.8
ENSG00000144834	TAGLN3	hypothalamus	317.1	468.1	307.5
ENSG00000144834	TAGLN3	medulla oblongata	211.1	297.2	207.5
ENSG00000144834	TAGLN3	midbrain	191.3	276.5	148.4
ENSG00000144834	TAGLN3	pons	286.7	410.7	280.9
ENSG00000144834	TAGLN3	spinal cord	70.2	102.2	97.9
ENSG00000144834	TAGLN3	thalamus	151.0	215.2	186.2
ENSG00000144834	TAGLN3	white matter	161.5	265.3	294.0
ENSG00000144837	PLA1A	amygdala	7.0	9.5	6.2
ENSG00000144837	PLA1A	basal ganglia	5.5	7.5	4.7
ENSG00000144837	PLA1A	cerebellum	5.8	8.3	5.4
ENSG00000144837	PLA1A	cerebral cortex	8.7	12.6	7.2
ENSG00000144837	PLA1A	choroid plexus	34.9	45.6	34.2
ENSG00000144837	PLA1A	hippocampal formation	6.3	8.7	7.4
ENSG00000144837	PLA1A	hypothalamus	4.6	6.3	6.2
ENSG00000144837	PLA1A	medulla oblongata	12.4	18.4	8.5
ENSG00000144837	PLA1A	midbrain	8.9	12.9	5.9
ENSG00000144837	PLA1A	pons	11.3	17.0	8.6
ENSG00000144837	PLA1A	spinal cord	6.9	9.0	8.9
ENSG00000144837	PLA1A	thalamus	7.4	10.4	11.6
ENSG00000144837	PLA1A	white matter	8.8	13.4	6.7
ENSG00000144840	RABL3	amygdala	2.9	3.9	4.9
ENSG00000144840	RABL3	basal ganglia	4.0	5.9	5.5
ENSG00000144840	RABL3	cerebellum	4.8	6.8	5.6
ENSG00000144840	RABL3	cerebral cortex	3.6	5.1	5.0
ENSG00000144840	RABL3	choroid plexus	2.8	3.6	5.6
ENSG00000144840	RABL3	hippocampal formation	3.7	5.5	4.6
ENSG00000144840	RABL3	hypothalamus	6.4	9.5	6.7
ENSG00000144840	RABL3	medulla oblongata	4.9	7.5	6.9
ENSG00000144840	RABL3	midbrain	6.1	8.6	6.1
ENSG00000144840	RABL3	pons	5.3	7.7	4.8
ENSG00000144840	RABL3	spinal cord	3.8	5.6	6.0
ENSG00000144840	RABL3	thalamus	3.3	4.8	4.2
ENSG00000144840	RABL3	white matter	4.4	7.2	8.1
ENSG00000144843	ADPRH	amygdala	2.0	2.6	2.7
ENSG00000144843	ADPRH	basal ganglia	3.1	4.4	3.2
ENSG00000144843	ADPRH	cerebellum	2.9	4.1	3.2
ENSG00000144843	ADPRH	cerebral cortex	3.8	5.6	3.3
ENSG00000144843	ADPRH	choroid plexus	10.2	13.4	14.7
ENSG00000144843	ADPRH	hippocampal formation	2.3	3.3	2.6
ENSG00000144843	ADPRH	hypothalamus	2.9	4.0	3.7
ENSG00000144843	ADPRH	medulla oblongata	5.5	8.3	5.8
ENSG00000144843	ADPRH	midbrain	2.3	3.3	3.5
ENSG00000144843	ADPRH	pons	4.1	6.0	4.5
ENSG00000144843	ADPRH	spinal cord	2.9	4.2	5.0
ENSG00000144843	ADPRH	thalamus	4.5	6.3	6.0
ENSG00000144843	ADPRH	white matter	5.2	7.7	6.2
ENSG00000144847	IGSF11	amygdala	30.8	43.2	50.5
ENSG00000144847	IGSF11	basal ganglia	62.9	92.4	79.7
ENSG00000144847	IGSF11	cerebellum	58.5	82.2	66.9
ENSG00000144847	IGSF11	cerebral cortex	39.4	60.7	52.1
ENSG00000144847	IGSF11	choroid plexus	6.4	8.5	12.2
ENSG00000144847	IGSF11	hippocampal formation	39.6	59.3	50.5
ENSG00000144847	IGSF11	hypothalamus	55.3	80.6	49.4
ENSG00000144847	IGSF11	medulla oblongata	58.2	87.7	74.6
ENSG00000144847	IGSF11	midbrain	48.2	69.6	68.7
ENSG00000144847	IGSF11	pons	50.4	73.7	61.1
ENSG00000144847	IGSF11	spinal cord	50.7	74.3	59.1
ENSG00000144847	IGSF11	thalamus	52.3	73.8	63.7
ENSG00000144847	IGSF11	white matter	74.1	125.0	102.9
ENSG00000144848	ATG3	amygdala	24.4	33.0	39.9
ENSG00000144848	ATG3	basal ganglia	40.3	58.9	56.7
ENSG00000144848	ATG3	cerebellum	49.2	69.3	60.7
ENSG00000144848	ATG3	cerebral cortex	29.9	44.9	49.5
ENSG00000144848	ATG3	choroid plexus	17.8	23.4	33.1
ENSG00000144848	ATG3	hippocampal formation	25.5	38.4	35.9
ENSG00000144848	ATG3	hypothalamus	40.5	56.3	51.2
ENSG00000144848	ATG3	medulla oblongata	46.9	70.9	57.4
ENSG00000144848	ATG3	midbrain	42.3	58.8	53.8
ENSG00000144848	ATG3	pons	40.6	61.4	53.4
ENSG00000144848	ATG3	spinal cord	35.7	51.5	54.2
ENSG00000144848	ATG3	thalamus	40.2	58.7	48.0
ENSG00000144848	ATG3	white matter	51.6	82.2	67.4
ENSG00000144852	NR1I2	amygdala	0.1	0.2	0.2
ENSG00000144852	NR1I2	basal ganglia	0.3	0.5	0.5
ENSG00000144852	NR1I2	cerebellum	0.1	0.2	0.1
ENSG00000144852	NR1I2	cerebral cortex	0.2	0.3	0.3
ENSG00000144852	NR1I2	choroid plexus	0.3	0.4	0.5
ENSG00000144852	NR1I2	hippocampal formation	0.2	0.3	0.3
ENSG00000144852	NR1I2	hypothalamus	0.9	1.3	0.8
ENSG00000144852	NR1I2	medulla oblongata	0.5	0.8	0.5
ENSG00000144852	NR1I2	midbrain	0.8	1.1	0.7
ENSG00000144852	NR1I2	pons	0.5	0.6	0.6
ENSG00000144852	NR1I2	spinal cord	0.3	0.4	0.3
ENSG00000144852	NR1I2	thalamus	0.4	0.6	0.5
ENSG00000144852	NR1I2	white matter	0.2	0.3	0.3
ENSG00000144857	BOC	amygdala	32.6	44.1	35.5
ENSG00000144857	BOC	basal ganglia	29.7	42.0	34.5
ENSG00000144857	BOC	cerebellum	28.1	39.7	30.2
ENSG00000144857	BOC	cerebral cortex	23.8	34.9	28.5
ENSG00000144857	BOC	choroid plexus	53.6	70.5	70.0
ENSG00000144857	BOC	hippocampal formation	35.5	52.2	38.6
ENSG00000144857	BOC	hypothalamus	30.2	44.0	34.8
ENSG00000144857	BOC	medulla oblongata	86.5	121.7	111.7
ENSG00000144857	BOC	midbrain	57.7	87.2	65.6
ENSG00000144857	BOC	pons	36.6	52.8	37.5
ENSG00000144857	BOC	spinal cord	63.7	91.1	69.5
ENSG00000144857	BOC	thalamus	38.8	54.7	57.2
ENSG00000144857	BOC	white matter	53.7	80.6	50.1
ENSG00000144867	SRPRB	amygdala	12.4	17.4	17.9
ENSG00000144867	SRPRB	basal ganglia	19.3	28.7	24.0
ENSG00000144867	SRPRB	cerebellum	22.0	31.0	24.4
ENSG00000144867	SRPRB	cerebral cortex	19.7	30.0	26.4
ENSG00000144867	SRPRB	choroid plexus	17.5	22.9	31.5
ENSG00000144867	SRPRB	hippocampal formation	17.8	26.4	19.9
ENSG00000144867	SRPRB	hypothalamus	24.7	36.4	25.5
ENSG00000144867	SRPRB	medulla oblongata	26.9	41.4	27.1
ENSG00000144867	SRPRB	midbrain	24.5	35.5	27.3
ENSG00000144867	SRPRB	pons	25.3	37.6	26.8
ENSG00000144867	SRPRB	spinal cord	16.4	24.0	22.8
ENSG00000144867	SRPRB	thalamus	19.4	27.5	24.3
ENSG00000144867	SRPRB	white matter	36.2	56.4	34.7
ENSG00000144868	TMEM108	amygdala	22.3	31.4	38.6
ENSG00000144868	TMEM108	basal ganglia	37.4	55.6	44.4
ENSG00000144868	TMEM108	cerebellum	23.9	38.8	31.3
ENSG00000144868	TMEM108	cerebral cortex	34.5	51.0	46.0
ENSG00000144868	TMEM108	choroid plexus	14.2	18.6	32.5
ENSG00000144868	TMEM108	hippocampal formation	19.0	28.5	30.3
ENSG00000144868	TMEM108	hypothalamus	33.2	49.0	26.0
ENSG00000144868	TMEM108	medulla oblongata	10.9	15.5	17.4
ENSG00000144868	TMEM108	midbrain	28.1	38.1	31.3
ENSG00000144868	TMEM108	pons	24.7	33.9	34.4
ENSG00000144868	TMEM108	spinal cord	10.0	14.5	14.0
ENSG00000144868	TMEM108	thalamus	27.7	38.7	42.3
ENSG00000144868	TMEM108	white matter	16.4	25.6	26.5
ENSG00000144891	AGTR1	amygdala	0.1	0.2	0.3
ENSG00000144891	AGTR1	basal ganglia	0.9	1.3	1.3
ENSG00000144891	AGTR1	cerebellum	0.2	0.4	0.3
ENSG00000144891	AGTR1	cerebral cortex	0.6	1.0	0.9
ENSG00000144891	AGTR1	choroid plexus	0.3	0.4	0.5
ENSG00000144891	AGTR1	hippocampal formation	0.3	0.4	0.5
ENSG00000144891	AGTR1	hypothalamus	2.9	4.2	2.7
ENSG00000144891	AGTR1	medulla oblongata	3.5	5.1	4.2
ENSG00000144891	AGTR1	midbrain	14.2	18.8	17.2
ENSG00000144891	AGTR1	pons	1.3	2.0	1.6
ENSG00000144891	AGTR1	spinal cord	0.2	0.2	0.2
ENSG00000144891	AGTR1	thalamus	0.2	0.3	0.4
ENSG00000144891	AGTR1	white matter	0.1	0.2	0.2
ENSG00000144893	MED12L	amygdala	12.4	17.5	20.2
ENSG00000144893	MED12L	basal ganglia	22.6	33.6	25.9
ENSG00000144893	MED12L	cerebellum	16.5	27.5	20.1
ENSG00000144893	MED12L	cerebral cortex	22.2	32.9	32.0
ENSG00000144893	MED12L	choroid plexus	35.4	46.5	68.5
ENSG00000144893	MED12L	hippocampal formation	16.6	24.8	22.1
ENSG00000144893	MED12L	hypothalamus	25.5	37.6	22.2
ENSG00000144893	MED12L	medulla oblongata	14.8	21.2	18.6
ENSG00000144893	MED12L	midbrain	24.0	33.0	24.3
ENSG00000144893	MED12L	pons	14.1	20.6	16.7
ENSG00000144893	MED12L	spinal cord	13.3	19.3	16.1
ENSG00000144893	MED12L	thalamus	23.1	32.5	30.4
ENSG00000144893	MED12L	white matter	16.0	24.9	22.6
ENSG00000144895	EIF2A	amygdala	16.6	22.7	25.5
ENSG00000144895	EIF2A	basal ganglia	29.2	43.3	33.6
ENSG00000144895	EIF2A	cerebellum	45.1	75.1	51.9
ENSG00000144895	EIF2A	cerebral cortex	31.7	47.5	33.3
ENSG00000144895	EIF2A	choroid plexus	21.6	28.2	41.5
ENSG00000144895	EIF2A	hippocampal formation	20.7	30.8	25.3
ENSG00000144895	EIF2A	hypothalamus	32.7	48.3	33.8
ENSG00000144895	EIF2A	medulla oblongata	28.2	41.3	29.9
ENSG00000144895	EIF2A	midbrain	30.1	42.9	27.1
ENSG00000144895	EIF2A	pons	31.2	45.2	33.8
ENSG00000144895	EIF2A	spinal cord	20.5	29.6	33.2
ENSG00000144895	EIF2A	thalamus	25.0	36.4	26.7
ENSG00000144895	EIF2A	white matter	37.8	62.0	41.7
ENSG00000144908	ALDH1L1	amygdala	64.0	89.5	66.8
ENSG00000144908	ALDH1L1	basal ganglia	58.2	82.6	86.9
ENSG00000144908	ALDH1L1	cerebellum	70.4	98.9	72.1
ENSG00000144908	ALDH1L1	cerebral cortex	72.6	105.1	74.7
ENSG00000144908	ALDH1L1	choroid plexus	28.3	37.2	33.9
ENSG00000144908	ALDH1L1	hippocampal formation	48.6	71.8	49.9
ENSG00000144908	ALDH1L1	hypothalamus	56.8	77.7	72.9
ENSG00000144908	ALDH1L1	medulla oblongata	89.2	135.7	75.4
ENSG00000144908	ALDH1L1	midbrain	88.9	128.6	65.3
ENSG00000144908	ALDH1L1	pons	75.5	107.3	56.1
ENSG00000144908	ALDH1L1	spinal cord	43.8	63.4	57.1
ENSG00000144908	ALDH1L1	thalamus	89.9	130.9	66.8
ENSG00000144908	ALDH1L1	white matter	64.1	105.2	50.3
ENSG00000144909	OSBPL11	amygdala	23.5	32.4	24.3
ENSG00000144909	OSBPL11	basal ganglia	23.2	33.9	27.3
ENSG00000144909	OSBPL11	cerebellum	19.4	27.3	18.0
ENSG00000144909	OSBPL11	cerebral cortex	18.9	28.5	17.5
ENSG00000144909	OSBPL11	choroid plexus	7.4	9.7	9.5
ENSG00000144909	OSBPL11	hippocampal formation	20.4	30.9	18.9
ENSG00000144909	OSBPL11	hypothalamus	29.3	42.8	32.5
ENSG00000144909	OSBPL11	medulla oblongata	42.1	64.0	26.2
ENSG00000144909	OSBPL11	midbrain	45.6	65.9	29.8
ENSG00000144909	OSBPL11	pons	29.7	43.5	20.2
ENSG00000144909	OSBPL11	spinal cord	17.7	25.8	21.2
ENSG00000144909	OSBPL11	thalamus	26.1	38.1	26.2
ENSG00000144909	OSBPL11	white matter	31.2	50.6	24.9
ENSG00000144935	TRPC1	amygdala	8.8	12.2	14.6
ENSG00000144935	TRPC1	basal ganglia	17.7	26.2	19.1
ENSG00000144935	TRPC1	cerebellum	19.9	32.5	24.5
ENSG00000144935	TRPC1	cerebral cortex	15.4	22.8	19.3
ENSG00000144935	TRPC1	choroid plexus	8.0	10.5	15.2
ENSG00000144935	TRPC1	hippocampal formation	11.9	17.6	15.6
ENSG00000144935	TRPC1	hypothalamus	18.6	27.5	17.9
ENSG00000144935	TRPC1	medulla oblongata	14.6	22.5	15.8
ENSG00000144935	TRPC1	midbrain	15.6	22.1	14.6
ENSG00000144935	TRPC1	pons	16.0	23.1	18.9
ENSG00000144935	TRPC1	spinal cord	12.6	18.4	16.0
ENSG00000144935	TRPC1	thalamus	12.8	18.7	15.8
ENSG00000144935	TRPC1	white matter	16.8	26.1	19.3
ENSG00000144959	NCEH1	amygdala	21.4	30.5	29.6
ENSG00000144959	NCEH1	basal ganglia	43.7	64.9	56.2
ENSG00000144959	NCEH1	cerebellum	24.3	33.9	27.0
ENSG00000144959	NCEH1	cerebral cortex	50.8	75.3	80.9
ENSG00000144959	NCEH1	choroid plexus	7.3	9.6	15.9
ENSG00000144959	NCEH1	hippocampal formation	41.5	61.3	47.1
ENSG00000144959	NCEH1	hypothalamus	41.5	61.2	32.0
ENSG00000144959	NCEH1	medulla oblongata	32.1	44.9	34.7
ENSG00000144959	NCEH1	midbrain	35.1	49.5	31.9
ENSG00000144959	NCEH1	pons	42.7	61.1	43.4
ENSG00000144959	NCEH1	spinal cord	15.4	22.2	29.8
ENSG00000144959	NCEH1	thalamus	35.2	51.3	39.6
ENSG00000144959	NCEH1	white matter	25.7	42.3	36.6
ENSG00000144962	SPATA16	amygdala	0.0	0.0	0.0
ENSG00000144962	SPATA16	basal ganglia	0.0	0.0	0.0
ENSG00000144962	SPATA16	cerebellum	0.0	0.0	0.0
ENSG00000144962	SPATA16	cerebral cortex	0.0	0.0	0.0
ENSG00000144962	SPATA16	choroid plexus	0.0	0.0	0.0
ENSG00000144962	SPATA16	hippocampal formation	0.0	0.0	0.0
ENSG00000144962	SPATA16	hypothalamus	0.0	0.0	0.0
ENSG00000144962	SPATA16	medulla oblongata	0.0	0.0	0.0
ENSG00000144962	SPATA16	midbrain	0.0	0.0	0.0
ENSG00000144962	SPATA16	pons	0.0	0.0	0.0
ENSG00000144962	SPATA16	spinal cord	0.0	0.0	0.0
ENSG00000144962	SPATA16	thalamus	0.0	0.0	0.0
ENSG00000144962	SPATA16	white matter	0.1	0.1	0.1
ENSG00000145002	FAM86B2	amygdala	0.3	0.4	0.2
ENSG00000145002	FAM86B2	basal ganglia	0.3	0.4	0.3
ENSG00000145002	FAM86B2	cerebellum	0.1	0.2	0.1
ENSG00000145002	FAM86B2	cerebral cortex	0.4	0.6	0.3
ENSG00000145002	FAM86B2	choroid plexus	0.1	0.1	0.1
ENSG00000145002	FAM86B2	hippocampal formation	0.3	0.4	0.3
ENSG00000145002	FAM86B2	hypothalamus	0.0	0.1	0.2
ENSG00000145002	FAM86B2	medulla oblongata	0.6	0.9	0.2
ENSG00000145002	FAM86B2	midbrain	0.6	0.9	0.3
ENSG00000145002	FAM86B2	pons	0.4	0.7	0.3
ENSG00000145002	FAM86B2	spinal cord	0.2	0.3	0.2
ENSG00000145002	FAM86B2	thalamus	0.7	1.1	0.4
ENSG00000145002	FAM86B2	white matter	0.6	1.0	0.2
ENSG00000145012	LPP	amygdala	36.4	50.6	47.9
ENSG00000145012	LPP	basal ganglia	42.4	63.2	51.5
ENSG00000145012	LPP	cerebellum	48.0	79.1	54.2
ENSG00000145012	LPP	cerebral cortex	50.2	74.0	54.2
ENSG00000145012	LPP	choroid plexus	58.0	76.4	89.1
ENSG00000145012	LPP	hippocampal formation	39.4	57.8	45.9
ENSG00000145012	LPP	hypothalamus	48.2	69.5	58.0
ENSG00000145012	LPP	medulla oblongata	62.5	94.6	67.2
ENSG00000145012	LPP	midbrain	49.5	71.6	52.0
ENSG00000145012	LPP	pons	47.5	71.9	53.9
ENSG00000145012	LPP	spinal cord	39.3	57.1	49.0
ENSG00000145012	LPP	thalamus	44.8	62.6	65.6
ENSG00000145012	LPP	white matter	44.2	68.7	48.3
ENSG00000145014	TMEM44	amygdala	4.8	6.3	9.1
ENSG00000145014	TMEM44	basal ganglia	8.6	12.2	12.8
ENSG00000145014	TMEM44	cerebellum	4.1	5.8	4.9
ENSG00000145014	TMEM44	cerebral cortex	8.2	11.7	12.3
ENSG00000145014	TMEM44	choroid plexus	1.9	2.5	3.5
ENSG00000145014	TMEM44	hippocampal formation	6.5	9.5	10.1
ENSG00000145014	TMEM44	hypothalamus	9.0	13.4	10.6
ENSG00000145014	TMEM44	medulla oblongata	8.5	13.2	8.7
ENSG00000145014	TMEM44	midbrain	7.0	9.8	9.1
ENSG00000145014	TMEM44	pons	7.1	10.1	9.5
ENSG00000145014	TMEM44	spinal cord	4.7	6.8	7.2
ENSG00000145014	TMEM44	thalamus	5.4	7.5	8.5
ENSG00000145014	TMEM44	white matter	5.4	7.4	7.5
ENSG00000145016	RUBCN	amygdala	44.0	60.5	68.5
ENSG00000145016	RUBCN	basal ganglia	59.2	87.8	69.4
ENSG00000145016	RUBCN	cerebellum	48.4	81.2	58.1
ENSG00000145016	RUBCN	cerebral cortex	60.4	90.9	71.1
ENSG00000145016	RUBCN	choroid plexus	26.6	35.0	46.2
ENSG00000145016	RUBCN	hippocampal formation	55.0	80.9	71.6
ENSG00000145016	RUBCN	hypothalamus	78.3	115.6	85.9
ENSG00000145016	RUBCN	medulla oblongata	65.6	100.8	79.5
ENSG00000145016	RUBCN	midbrain	56.4	81.7	75.0
ENSG00000145016	RUBCN	pons	58.3	87.7	71.0
ENSG00000145016	RUBCN	spinal cord	55.5	80.5	67.8
ENSG00000145016	RUBCN	thalamus	50.7	74.0	68.8
ENSG00000145016	RUBCN	white matter	58.9	92.6	71.5
ENSG00000145020	AMT	amygdala	1.4	1.9	1.5
ENSG00000145020	AMT	basal ganglia	2.2	3.2	2.8
ENSG00000145020	AMT	cerebellum	3.7	6.2	3.7
ENSG00000145020	AMT	cerebral cortex	1.2	1.8	1.3
ENSG00000145020	AMT	choroid plexus	5.8	7.7	8.4
ENSG00000145020	AMT	hippocampal formation	0.9	1.4	0.8
ENSG00000145020	AMT	hypothalamus	1.5	2.2	1.4
ENSG00000145020	AMT	medulla oblongata	1.9	2.7	1.7
ENSG00000145020	AMT	midbrain	2.4	3.5	2.5
ENSG00000145020	AMT	pons	1.5	2.3	1.8
ENSG00000145020	AMT	spinal cord	1.4	2.0	1.8
ENSG00000145020	AMT	thalamus	1.1	1.6	2.2
ENSG00000145020	AMT	white matter	1.7	2.8	1.9
ENSG00000145022	TCTA	amygdala	23.6	32.4	38.5
ENSG00000145022	TCTA	basal ganglia	33.2	46.9	45.0
ENSG00000145022	TCTA	cerebellum	32.3	45.4	40.6
ENSG00000145022	TCTA	cerebral cortex	32.2	47.6	39.3
ENSG00000145022	TCTA	choroid plexus	19.2	25.2	34.1
ENSG00000145022	TCTA	hippocampal formation	26.7	38.4	35.5
ENSG00000145022	TCTA	hypothalamus	37.6	53.8	42.7
ENSG00000145022	TCTA	medulla oblongata	32.8	49.0	44.7
ENSG00000145022	TCTA	midbrain	33.4	48.3	45.2
ENSG00000145022	TCTA	pons	32.4	46.2	46.4
ENSG00000145022	TCTA	spinal cord	28.2	40.9	38.1
ENSG00000145022	TCTA	thalamus	31.3	45.7	46.4
ENSG00000145022	TCTA	white matter	35.6	53.0	42.6
ENSG00000145029	NICN1	amygdala	10.2	14.2	19.2
ENSG00000145029	NICN1	basal ganglia	22.7	33.8	23.6
ENSG00000145029	NICN1	cerebellum	10.6	16.5	12.9
ENSG00000145029	NICN1	cerebral cortex	19.7	29.2	24.5
ENSG00000145029	NICN1	choroid plexus	4.9	6.5	10.4
ENSG00000145029	NICN1	hippocampal formation	15.5	22.4	20.7
ENSG00000145029	NICN1	hypothalamus	23.5	34.7	20.0
ENSG00000145029	NICN1	medulla oblongata	11.9	17.1	14.8
ENSG00000145029	NICN1	midbrain	14.0	19.2	15.7
ENSG00000145029	NICN1	pons	15.7	22.4	20.1
ENSG00000145029	NICN1	spinal cord	9.3	13.6	15.4
ENSG00000145029	NICN1	thalamus	11.6	16.6	16.6
ENSG00000145029	NICN1	white matter	18.0	28.0	22.6
ENSG00000145040	UCN2	amygdala	0.2	0.3	0.2
ENSG00000145040	UCN2	basal ganglia	0.5	0.7	0.3
ENSG00000145040	UCN2	cerebellum	0.6	1.2	0.7
ENSG00000145040	UCN2	cerebral cortex	0.9	1.4	0.9
ENSG00000145040	UCN2	choroid plexus	0.1	0.1	0.2
ENSG00000145040	UCN2	hippocampal formation	0.3	0.4	0.3
ENSG00000145040	UCN2	hypothalamus	0.6	0.8	0.8
ENSG00000145040	UCN2	medulla oblongata	0.4	0.6	0.6
ENSG00000145040	UCN2	midbrain	0.4	0.5	0.5
ENSG00000145040	UCN2	pons	0.6	0.9	0.6
ENSG00000145040	UCN2	spinal cord	0.3	0.5	0.4
ENSG00000145040	UCN2	thalamus	0.4	0.5	0.5
ENSG00000145040	UCN2	white matter	0.4	0.6	0.3
ENSG00000145041	DCAF1	amygdala	7.8	10.8	12.0
ENSG00000145041	DCAF1	basal ganglia	11.7	17.5	14.0
ENSG00000145041	DCAF1	cerebellum	16.1	26.3	18.3
ENSG00000145041	DCAF1	cerebral cortex	11.7	18.0	13.3
ENSG00000145041	DCAF1	choroid plexus	8.8	11.6	16.5
ENSG00000145041	DCAF1	hippocampal formation	9.5	14.0	12.4
ENSG00000145041	DCAF1	hypothalamus	12.7	18.7	15.0
ENSG00000145041	DCAF1	medulla oblongata	11.7	17.6	13.5
ENSG00000145041	DCAF1	midbrain	12.6	18.2	14.4
ENSG00000145041	DCAF1	pons	12.6	18.3	13.8
ENSG00000145041	DCAF1	spinal cord	8.9	12.8	12.9
ENSG00000145041	DCAF1	thalamus	10.6	15.4	13.9
ENSG00000145041	DCAF1	white matter	12.6	20.6	14.1
ENSG00000145050	MANF	amygdala	13.4	18.2	17.5
ENSG00000145050	MANF	basal ganglia	18.5	27.7	17.5
ENSG00000145050	MANF	cerebellum	23.5	33.4	24.5
ENSG00000145050	MANF	cerebral cortex	18.5	27.2	22.2
ENSG00000145050	MANF	choroid plexus	22.0	28.5	38.4
ENSG00000145050	MANF	hippocampal formation	14.8	22.1	18.2
ENSG00000145050	MANF	hypothalamus	24.5	34.9	35.6
ENSG00000145050	MANF	medulla oblongata	37.0	55.3	25.8
ENSG00000145050	MANF	midbrain	20.3	28.7	19.2
ENSG00000145050	MANF	pons	24.4	36.9	23.4
ENSG00000145050	MANF	spinal cord	13.8	19.8	21.5
ENSG00000145050	MANF	thalamus	25.3	35.2	25.2
ENSG00000145050	MANF	white matter	24.4	40.2	25.4
ENSG00000145087	STXBP5L	amygdala	21.6	30.7	37.1
ENSG00000145087	STXBP5L	basal ganglia	67.9	100.4	73.2
ENSG00000145087	STXBP5L	cerebellum	184.9	308.1	215.3
ENSG00000145087	STXBP5L	cerebral cortex	86.0	128.2	125.6
ENSG00000145087	STXBP5L	choroid plexus	1.7	2.2	4.4
ENSG00000145087	STXBP5L	hippocampal formation	88.5	128.2	108.0
ENSG00000145087	STXBP5L	hypothalamus	38.1	56.2	33.3
